0.92 13
0.91 23
0.85 20
0.92 24
0.97 29
0.90 21
0.32 19
0.95 41
0.79 29
0.83 12
0.61 18
0.75 8
0.89 9
0.88 17
0.95 22
0.89 38
0.81 26
0.94 17
0.94 17
0.83 6
0.62 8
0.75 12
0.89 44
1.00 11
0.94 16
0.65 20
0.82 17
0.81 21
0.89 19
0.96 27
0.87 15
0.85 26
0.89 19
0.88 8
0.93 15
0.75 24
1.00 23
0.87 23
0.50 20
0.89 9
0.36 22
0.33 21
0.89 19
0.65 34
0.50 26
0.89 47
0.94 17
1.00 9
0.79 14
0.05 20
1.00 4
0.03 30
0.20 15
0.00 9
0.93 14
0.85 34
0.93 28
0.96 26
0.94 17
0.86 7
0.88 24
0.92 13
1.00 21
0.85 13
0.87 15
0.90 10
0.12 17
0.75 4
0.95 19
1.00 6
1.00 29
0.77 22
0.60 10
0.93 15
0.00 29
0.85 13
0.83 18
0.12 24
1.00 15
0.94 16
0.64 28
0.86 14
1.00 15
1.00 5
0.85 27
0.64 11
0.94 18
0.94 16
0.95 21
0.35 37
0.89 28
1.00 11
0.17 48
0.85 20
0.85 27
0.91 35
0.58 38
0.88 8
0.96 24
0.14 14
1.00 17
0.85 20
0.88 32
1.00 27
0.61 18
0.97 35
0.35 26
0.87 15
0.85 20
0.86 22
0.89 19
0.08 37
0.27 26
0.76 17
0.91 23
0.82 28
0.89 19
0.94 34
0.91 35
0.83 41
0.92 25
0.42 33
0.00 17
1.00 15
0.18 17
0.58 19
0.00 6
0.97 35
0.23 31
1.00 8
0.61 28
0.32 44
0.07 41
0.05 19
0.86 14
0.25 12
0.77 13
0.92 13
0.91 11
0.47 19
0.86 14
0.93 29
0.48 29
0.84 19
0.88 33
0.90 10
0.18 11
0.95 38
0.82 17
0.75 28
0.92 24
0.56 16
0.67 18
0.63 30
0.92 26
0.38 8
1.00 13
0.87 39
1.00 12
0.00 45
0.29 17
0.57 14
0.85 34
0.09 23
1.00 8
0.00 2
0.89 19
0.32 28
0.50 20
0.78 32
0.60 35
0.46 13
0.80 25
0.94 16
1.00 21
0.16 19
0.56 16
0.58 36
0.00 1
0.93 28
0.62 26
0.88 16
0.56 25
1.00 18
0.95 19
0.30 20
0.50 14
0.87 23
0.40 35
0.83 23
0.11 28
0.96 25
0.94 31
0.92 25
1.00 33
1.00 10
0.85 40
0.83 12
0.64 28
0.95 22
0.75 20
0.72 29
0.97 30
0.88 33
0.82 33
0.78 9
0.79 19
0.93 27
0.03 35
0.85 13
0.82 22
0.81 16
0.85 26
0.50 2
0.14 28
0.56 16
0.21 19
0.80 15
0.00 32
0.95 19
0.69 35
0.00 19
0.04 28
0.92 12
1.00 16
0.52 27
0.10 30
0.30 10
0.03 30
0.00 17
1.00 22
0.00 18
0.19 27
0.30 10
0.08 25
0.89 18
0.29 31
0.97 33
0.87 15
0.42 19
0.04 24
0.33 21
0.06 18
0.00 22
0.00 16
0.00 30
0.00 23
0.36 14
0.15 20
0.09 23
0.30 23
0.04 28
0.94 18
0.43 28
0.00 25
0.88 24
0.07 27
0.98 44
0.45 22
0.77 26
0.80 15
0.00 34
1.00 5
0.85 34
1.00 18
0.17 29
0.86 28
0.29 41
0.39 28
0.42 12
0.93 15
0.10 20
0.44 16
0.33 12
0.95 21
1.00 12
0.90 10
0.25 36
0.88 26
1.00 26
0.29 35
0.90 20
0.06 34
0.92 24
0.57 37
0.58 33
0.82 28
0.85 13
0.06 17
0.37 35
0.96 24
0.97 34
0.77 43
0.87 30
0.88 25
0.80 25
0.52 25
0.90 20
0.90 31
0.39 28
0.90 20
0.85 34
0.23 31
0.37 38
0.82 11
0.86 14
0.88 24
0.73 15
0.85 26
0.81 21
0.69 35
0.39 23
0.93 15
0.89 18
0.03 35
0.26 42
0.60 15
0.14 28
0.04 28
0.50 10
0.31 16
0.43 28
0.83 30
0.73 11
0.95 21
0.91 11
1.00 6
0.05 39
0.91 23
0.47 30
0.92 12
0.82 34
1.00 12
0.00 23
0.50 20
0.93 29
0.96 26
1.00 10
0.97 30
0.15 33
0.90 20
1.00 9
0.00 33
0.71 24
1.00 6
0.00 12
0.05 19
0.03 35
0.90 29
0.24 33
0.80 10
0.00 9
0.97 31
0.88 26
0.89 36
0.48 29
0.05 37
0.86 21
0.92 25
0.16 32
0.07 44
0.84 25
0.50 16
0.93 14
0.08 26
0.94 17
0.67 12
0.44 16
1.00 5
0.45 33
0.86 22
0.42 19
0.68 19
1.00 18
0.35 49
0.91 11
1.00 4
0.03 39
0.00 28
0.91 33
1.00 23
0.92 25
0.24 21
0.73 11
0.50 16
1.00 7
0.56 36
0.17 12
0.54 28
0.10 41
1.00 6
0.24 34
0.38 21
1.00 12
0.88 16
0.00 18
0.14 22
1.00 20
0.91 23
1.00 14
0.00 12
0.50 16
0.45 11
0.33 21
0.26 23
0.89 37
0.67 15
0.14 37
1.00 15
0.34 35
0.05 40
0.17 30
0.00 25
1.00 14
0.27 33
0.05 22
0.04 25
0.90 31
0.54 13
0.86 7
0.86 29
0.74 19
0.88 17
0.12 17
0.83 12
0.04 52
0.67 6
0.24 25
0.70 23
0.29 21
0.81 21
0.59 22
0.44 18
0.32 22
0.60 30
1.00 6
0.37 38
0.44 39
0.83 12
0.75 4
0.27 37
0.29 31
0.09 11
0.93 30
0.70 27
0.31 39
0.92 13
0.94 31
0.82 22
0.35 17
0.77 31
0.50 28
0.64 14
0.91 22
0.19 21
0.88 41
0.79 28
0.75 16
0.87 30
0.81 31
1.00 4
0.60 10
0.22 27
0.76 46
0.92 13
0.64 28
0.83 24
0.88 17
0.82 34
0.35 26
0.94 35
0.95 57
0.89 27
0.12 16
0.88 33
0.45 20
1.00 17
0.17 6
0.92 13
0.89 9
0.90 10
0.13 23
0.82 28
0.90 10
0.81 21
0.80 20
0.91 11
0.38 26
0.18 22
0.69 13
0.87 23
0.94 16
0.19 26
1.00 26
0.88 26
0.71 31
0.83 12
0.80 15
0.12 25
0.09 22
0.90 21
0.89 18
0.85 13
0.00 12
0.38 8
0.83 24
0.91 11
0.89 9
0.00 16
0.75 4
0.80 10
0.67 6
0.93 14
0.87 15
0.19 27
0.20 25
0.59 22
0.37 27
0.54 24
0.00 15
0.86 22
0.47 34
0.89 19
0.24 21
0.63 38
0.33 21
0.18 17
0.15 27
0.89 28
0.68 31
0.06 35
0.20 25
0.16 19
0.67 15
0.88 24
0.07 15
0.13 15
0.79 28
0.22 23
0.50 10
0.45 20
0.91 33
0.93 43
1.00 30
0.42 38
0.89 28
0.95 37
1.00 24
0.80 15
1.00 13
0.05 19
0.62 16
0.00 24
0.95 21
0.31 13
0.91 11
1.00 25
0.86 29
0.20 15
0.31 35
1.00 10
0.80 15
0.50 20
0.53 32
0.78 18
0.41 17
0.18 22
0.71 21
0.31 16
0.16 19
0.32 28
0.06 16
0.16 19
0.75 12
0.92 13
0.36 14
0.94 16
0.75 16
0.00 27
0.00 19
0.00 26
0.36 14
0.94 35
0.12 60
0.15 34
0.92 26
0.22 32
0.92 38
0.74 27
0.67 18
0.71 14
0.00 10
0.75 8
0.89 19
0.88 26
1.00 8
0.91 23
0.38 24
0.90 10
0.54 24
0.78 9
0.94 18
0.84 37
0.93 14
0.12 33
0.94 17
0.91 23
1.00 7
0.93 27
0.89 19
0.94 16
0.80 10
0.15 13
0.15 33
0.89 28
0.67 6
0.88 32
0.52 21
0.22 9
0.10 30
0.69 35
0.87 15
0.93 15
0.18 17
0.73 41
0.67 6
0.71 17
0.80 25
0.94 17
0.04 24
0.91 34
0.89 19
0.88 8
0.32 31
0.79 14
0.83 23
0.70 10
0.86 14
0.85 26
0.26 23
0.50 8
0.60 20
0.22 32
0.40 25
0.87 15
0.93 14
0.20 25
0.03 30
1.00 6
0.68 41
0.88 17
0.24 17
0.91 23
0.46 26
0.55 33
0.48 29
0.76 17
0.86 22
0.21 14
1.00 13
0.20 15
0.83 12
0.31 36
0.82 11
0.26 42
0.81 27
0.07 27
1.00 9
1.00 13
1.00 15
0.88 16
0.67 3
1.00 1
1.00 27
0.86 44
0.95 21
0.95 22
0.89 28
1.00 35
0.38 13
1.00 14
0.71 17
0.90 10
0.96 26
0.15 39
0.74 23
0.34 35
0.38 32
0.21 43
0.00 5
0.00 40
0.88 16
0.40 25
0.05 43
0.35 23
0.20 20
0.30 30
0.95 22
0.77 13
0.11 18
0.07 27
1.00 6
0.00 12
0.18 28
0.92 12
0.33 30
0.89 19
0.92 12
0.82 11
0.53 43
0.00 12
0.78 27
0.77 13
0.89 18
0.94 17
0.95 22
0.94 17
0.91 23
0.96 24
0.96 23
1.00 4
1.00 18
0.96 24
0.97 32
0.23 22
0.50 22
0.93 28
0.69 13
0.83 12
0.00 31
0.47 15
0.94 16
0.80 10
0.88 26
0.19 26
0.93 27
0.88 17
0.17 24
0.96 24
0.35 20
0.15 34
0.89 9
0.91 22
1.00 22
0.90 48
0.95 19
0.48 23
0.86 36
0.91 32
0.91 33
0.86 35
0.19 31
0.86 35
0.91 23
0.87 38
0.88 16
0.93 40
1.00 29
0.93 14
0.78 9
0.85 20
0.07 27
0.75 16
0.91 22
0.86 28
0.88 25
0.95 20
0.84 32
0.96 28
0.75 16
0.10 29
0.88 32
0.91 22
0.88 17
0.84 19
1.00 20
0.91 11
0.78 18
0.87 15
1.00 26
0.00 16
0.92 25
1.00 10
1.00 13
0.00 24
0.27 15
0.00 16
0.35 20
0.85 13
0.05 22
0.00 33
1.00 11
0.07 30
0.12 17
0.06 33
0.17 23
0.92 49
0.87 31
1.00 28
0.82 11
0.89 28
0.92 13
0.74 23
0.79 19
0.83 24
0.44 25
0.95 20
0.67 18
0.59 22
0.28 25
1.00 15
0.19 42
0.09 32
1.00 16
0.71 17
0.97 33
0.88 16
0.87 15
0.97 37
0.94 33
0.86 21
0.64 14
0.00 18
0.36 28
0.30 37
0.95 21
0.63 19
0.53 30
0.89 37
0.42 36
0.80 5
0.18 34
0.41 34
0.55 22
0.80 35
0.77 13
0.79 19
0.81 21
0.73 26
0.47 19
0.57 14
0.10 40
0.00 35
0.71 28
0.69 32
0.44 27
0.82 17
0.00 22
0.00 10
0.14 28
0.05 22
0.64 11
1.00 14
0.86 29
0.89 9
0.87 15
0.29 24
0.56 9
0.70 10
0.06 32
0.00 9
0.87 15
0.29 28
0.89 19
0.20 15
0.55 31
0.56 9
0.71 7
0.79 19
0.91 34
0.33 30
0.72 18
0.92 26
0.43 23
0.95 22
0.87 23
0.90 10
0.11 36
0.29 24
0.69 16
0.49 45
0.05 21
0.59 27
0.12 32
0.91 22
0.89 9
0.91 23
0.70 20
0.85 20
0.97 31
0.93 28
0.12 25
0.86 21
0.76 29
0.50 30
0.78 18
0.94 34
0.90 41
1.00 18
0.20 25
0.93 14
0.83 18
0.95 19
0.38 42
1.00 8
0.93 15
0.62 32
1.00 1
0.50 28
0.88 17
0.94 16
0.64 14
0.59 17
0.43 30
0.83 42
0.86 22
0.93 44
0.93 28
0.40 15
0.90 30
0.61 54
0.83 23
0.88 25
0.46 41
0.83 35
0.88 16
0.28 29
1.00 7
0.92 13
0.89 35
0.26 34
1.00 12
0.79 29
0.23 39
0.89 28
0.20 30
0.60 20
0.29 28
0.82 11
0.59 34
0.00 13
0.94 16
0.89 37
0.70 37
0.62 8
0.94 18
0.39 18
0.57 23
0.90 21
0.50 4
0.88 32
0.83 24
0.82 11
1.00 15
0.90 10
0.68 40
0.89 19
1.00 23
0.19 21
0.57 7
0.25 24
0.91 23
0.94 31
1.00 10
0.80 25
0.91 11
0.03 35
0.90 20
0.53 17
0.05 22
0.37 38
0.88 8
1.00 15
1.00 9
0.23 26
0.00 17
0.85 20
0.62 8
0.88 16
0.36 11
0.91 11
0.08 13
0.00 24
0.17 23
0.80 15
0.04 28
0.44 16
0.33 24
0.71 7
0.91 32
0.83 12
0.00 3
0.33 3
0.00 5
1.00 6
0.91 22
0.88 8
1.00 21
0.84 19
0.90 21
0.20 20
0.91 11
0.96 23
0.94 16
0.88 17
0.86 21
0.88 25
0.87 15
0.00 3
0.50 2
0.00 10
0.92 13
0.22 32
0.83 12
0.90 10
0.86 22
0.95 22
0.75 8
1.00 26
0.13 15
1.00 23
0.94 18
0.87 15
0.33 3
0.67 3
0.00 10
0.75 16
0.06 32
0.81 16
0.83 12
0.33 18
0.94 16
0.88 16
0.78 23
0.07 29
0.82 11
0.70 10
0.75 12
0.05 20
0.00 24
0.67 3
0.04 24
0.85 26
1.00 15
0.00 19
0.16 25
0.40 15
0.86 21
0.91 11
0.86 7
0.33 15
0.39 28
0.07 28
0.07 27
0.84 25
0.76 21
0.55 22
0.65 17
0.79 19
0.04 27
0.94 16
1.00 12
0.00 9
0.71 7
0.89 9
0.86 37
0.89 19
1.00 5
0.67 15
0.67 12
0.83 36
0.17 12
0.28 18
0.70 10
0.77 30
0.00 15
1.00 2
1.00 2
0.93 14
0.87 15
0.72 25
0.39 33
0.78 41
0.76 17
0.78 18
0.62 16
1.00 9
0.44 27
0.78 23
0.66 29
0.88 34
0.91 22
0.94 18
0.80 10
0.73 33
0.22 37
0.23 22
0.07 15
1.00 2
0.12 34
0.78 23
0.50 30
0.62 34
0.32 31
0.23 26
0.78 9
0.37 35
0.40 10
0.38 13
1.00 16
0.57 23
0.18 50
0.83 36
0.71 21
0.20 10
0.39 23
0.53 19
0.90 30
0.33 15
0.45 42
0.16 25
0.61 23
0.76 21
0.36 33
0.11 19
0.57 21
0.92 25
0.86 14
0.50 2
0.80 15
0.67 12
0.33 3
0.95 20
0.86 22
0.33 24
0.75 4
0.78 18
0.50 12
0.96 28
0.18 34
0.84 19
0.96 24
0.15 34
0.87 15
0.69 13
0.80 20
0.88 17
0.93 27
0.93 14
1.00 8
0.81 21
0.96 23
0.71 7
0.96 26
0.89 35
0.96 28
0.82 11
0.86 14
0.92 24
0.74 19
1.00 8
0.48 21
1.00 14
0.67 24
1.00 12
0.88 16
0.97 33
0.43 21
0.41 17
0.52 31
0.90 40
0.92 12
0.73 26
1.00 19
0.85 27
1.00 6
0.64 11
0.57 14
0.89 27
0.89 19
0.45 29
0.86 22
0.48 25
0.80 15
0.94 17
0.87 53
0.24 21
0.88 8
0.00 30
0.03 33
0.86 22
0.03 35
0.00 19
0.00 17
0.93 14
0.16 25
0.00 14
0.57 14
0.00 24
0.08 26
0.91 11
0.67 3
0.43 21
0.83 12
0.00 20
1.00 8
0.21 39
0.00 10
0.00 17
0.97 29
1.00 7
0.24 17
0.89 9
0.95 20
0.94 18
0.91 33
0.82 45
0.14 21
1.00 3
0.89 19
1.00 7
0.00 2
1.00 2
0.00 15
1.00 11
0.32 19
0.32 31
0.54 28
1.00 10
0.83 18
1.00 11
0.62 32
0.71 34
0.89 18
0.90 10
0.94 18
1.00 8
0.88 17
0.78 23
1.00 2
0.88 34
0.92 13
0.93 14
0.67 9
0.93 14
0.57 7
0.90 10
0.82 28
0.92 13
0.50 2
0.40 25
0.90 10
0.85 13
0.92 12
0.80 10
0.69 16
0.83 12
0.56 18
1.00 5
0.94 16
0.90 21
1.00 2
0.84 19
0.88 17
1.00 9
0.71 7
1.00 9
1.00 17
0.90 10
0.67 9
0.90 20
0.73 11
1.00 12
0.83 12
0.00 6
0.89 18
0.89 9
0.67 6
0.67 3
0.92 12
0.33 27
0.04 23
0.93 15
0.08 12
1.00 9
1.00 7
0.87 15
1.00 20
0.71 7
1.00 15
0.82 22
0.86 22
0.80 15
0.67 3
0.20 20
0.86 14
0.30 40
0.73 11
0.78 9
1.00 15
0.52 25
1.00 2
0.95 19
0.92 12
1.00 11
0.87 23
0.95 21
0.56 18
0.91 22
1.00 2
0.25 40
1.00 18
1.00 8
0.69 13
0.90 31
0.89 19
0.92 25
0.50 2
0.70 10
0.16 32
0.06 16
0.80 20
1.00 9
1.00 3
0.87 31
0.89 35
1.00 13
0.90 10
0.25 16
1.00 22
1.00 1
0.31 13
0.90 10
1.00 1
0.93 14
1.00 3
0.19 27
0.29 17
1.00 11
0.40 20
0.54 13
0.87 31
0.67 12
1.00 1
0.85 13
1.00 12
0.00 2
0.26 19
0.80 5
1.00 6
0.93 15
0.82 11
1.00 7
0.33 15
0.83 6
1.00 11
0.89 18
0.79 19
1.00 14
0.89 19
0.78 9
1.00 1
0.14 29
0.24 29
0.82 44
0.77 13
1.00 9
0.71 7
0.69 13
0.89 9
0.67 36
0.61 18
0.50 2
1.00 2
0.45 31
0.87 23
0.20 20
0.95 37
0.50 20
0.53 30
0.14 7
0.72 43
0.64 28
0.76 51
0.00 14
0.56 43
0.35 34
0.00 18
0.50 4
0.00 3
0.92 13
1.00 3
0.22 9
0.72 18
0.04 24
0.14 21
0.88 16
0.87 23
0.21 33
0.89 18
0.07 15
0.93 29
0.52 27
0.78 23
0.91 11
0.04 23
0.72 25
0.85 13
1.00 21
0.36 25
0.22 18
0.08 12
0.95 37
0.31 16
0.08 36
0.59 37
1.00 22
0.95 21
1.00 8
0.05 21
0.92 12
0.86 28
0.83 12
0.80 15
0.79 19
0.90 10
0.93 29
0.90 10
0.94 18
0.04 27
0.89 9
0.95 22
0.79 14
0.87 15
0.95 22
0.83 18
0.84 31
1.00 8
0.90 20
0.94 17
0.36 14
0.91 23
0.75 4
0.94 17
0.46 35
1.00 16
0.94 16
0.88 25
0.92 26
0.81 16
0.95 22
0.88 17
0.87 15
0.90 20
0.94 33
1.00 6
0.95 22
0.76 17
1.00 10
1.00 4
0.91 34
1.00 9
1.00 11
1.00 8
0.30 44
0.00 6
1.00 14
1.00 19
0.98 54
1.00 4
0.82 22
0.80 5
0.92 13
0.90 20
0.50 16
1.00 4
1.00 1
0.75 4
0.93 14
0.75 8
1.00 10
0.86 57
0.46 28
0.61 23
0.73 26
0.50 6
1.00 18
0.15 26
0.80 10
1.00 57
0.88 25
0.95 20
1.00 18
0.92 13
0.59 39
1.00 5
1.00 13
0.00 16
1.00 4
0.97 36
1.00 4
1.00 7
0.72 18
0.52 21
0.71 7
0.00 31
0.68 19
0.70 10
0.81 16
0.77 35
0.88 17
1.00 11
0.25 28
0.71 14
0.93 15
1.00 7
0.91 33
1.00 11
0.89 35
0.76 25
0.93 27
0.09 22
0.95 42
0.76 29
0.62 26
0.90 21
0.65 26
0.05 19
0.62 8
0.14 21
0.67 18
0.80 20
1.00 27
0.06 31
1.00 12
0.37 41
0.88 33
0.74 19
0.64 11
0.95 20
0.94 16
0.88 16
0.85 33
0.60 5
1.00 15
0.92 12
0.20 30
0.00 20
0.04 27
0.10 21
0.93 14
0.91 45
0.57 21
0.91 32
0.80 15
0.08 24
0.30 46
0.53 19
0.38 29
0.00 32
0.31 16
0.20 15
0.25 20
0.14 14
0.90 29
0.91 34
0.73 11
0.88 8
0.90 10
0.00 23
0.91 22
1.00 2
0.24 25
0.83 18
0.96 25
1.00 9
0.70 23
0.93 15
0.61 36
0.88 17
0.84 19
0.94 17
0.20 25
0.79 28
0.52 21
0.79 19
0.92 26
0.88 26
0.60 47
0.83 18
0.69 49
0.84 32
0.29 24
1.00 4
0.89 9
0.84 32
0.67 12
0.90 52
0.91 32
0.97 31
0.93 42
0.16 25
0.83 36
0.93 28
0.56 16
0.23 31
0.84 37
0.87 38
1.00 2
0.54 46
0.81 27
0.89 19
1.00 9
0.95 38
0.95 19
0.88 32
0.95 22
1.00 8
0.00 10
1.00 6
0.53 15
0.00 12
0.93 15
0.18 17
1.00 12
0.20 10
0.00 9
0.90 10
1.00 13
1.00 8
0.00 9
0.06 16
0.12 17
0.22 18
0.09 35
0.24 17
0.05 22
0.19 21
0.92 12
0.37 19
0.38 21
0.94 18
0.20 25
0.92 36
1.00 29
0.67 9
0.93 29
0.94 17
0.90 10
0.88 17
0.57 21
0.09 32
0.59 22
0.84 19
0.09 22
0.94 16
1.00 19
0.94 17
0.12 42
0.92 26
0.50 14
0.73 30
0.12 25
0.87 23
0.88 24
0.92 36
0.69 13
0.87 15
0.81 16
0.80 5
0.81 21
0.77 13
0.93 14
0.82 11
0.89 9
0.94 16
0.00 32
0.35 20
0.91 11
0.85 27
0.93 14
0.10 29
0.68 31
0.87 23
0.83 6
0.80 5
0.14 22
0.75 12
0.29 7
1.00 3
0.50 10
0.71 14
0.95 37
1.00 15
0.32 19
0.44 18
0.57 23
0.72 29
0.78 18
0.55 31
1.00 17
0.92 13
0.38 24
0.79 19
0.33 24
0.00 5
0.56 45
0.81 16
0.00 27
0.43 37
1.00 13
0.96 27
0.21 14
1.00 3
0.27 15
0.00 18
0.92 12
1.00 7
0.72 18
0.89 9
0.22 9
0.05 20
0.00 28
0.00 19
0.11 18
0.55 20
0.31 36
0.14 14
0.97 37
0.82 28
0.90 10
0.03 35
0.56 27
0.86 21
0.71 7
0.26 35
0.05 22
0.84 19
0.39 38
0.89 18
0.09 47
0.89 35
1.00 4
0.93 29
0.89 19
0.31 13
0.22 18
0.33 15
0.31 13
0.00 12
0.93 40
0.58 12
0.87 23
0.95 39
0.96 28
0.43 14
0.00 1
0.50 2
0.00 22
0.86 14
0.75 16
1.00 22
0.78 9
0.46 24
0.38 8
0.17 23
0.33 18
0.33 43
1.00 14
0.95 21
0.89 28
0.84 32
0.90 20
1.00 13
0.86 22
0.83 24
0.74 19
0.95 19
0.91 22
0.83 18
0.89 19
0.90 31
0.90 29
0.86 14
1.00 10
0.95 19
0.89 37
0.88 17
0.45 20
0.84 25
0.88 24
0.88 26
0.96 26
1.00 14
1.00 22
0.83 54
0.48 27
0.80 10
1.00 11
1.00 22
0.67 18
0.67 3
0.86 21
0.71 17
0.88 26
0.97 37
0.78 9
0.33 12
0.44 16
0.88 41
0.00 18
0.86 35
0.95 22
0.69 26
0.35 23
0.83 12
0.28 29
0.25 36
0.88 16
0.09 22
0.93 28
0.88 8
0.44 18
0.90 20
0.15 27
0.83 6
0.92 25
0.31 29
1.00 12
0.06 32
0.91 11
0.92 24
0.09 22
0.78 9
0.50 4
0.80 15
0.87 23
0.83 23
0.95 20
0.40 5
0.89 19
0.90 10
0.95 19
0.83 18
0.91 11
0.86 21
0.47 19
1.00 9
0.83 18
0.00 25
1.00 9
0.90 21
1.00 3
0.67 3
0.75 4
0.92 24
1.00 27
0.82 17
0.88 24
0.67 30
0.00 30
0.92 25
0.88 32
0.89 18
0.78 18
0.93 40
1.00 11
0.94 17
0.88 25
0.57 30
1.00 7
0.67 30
1.00 6
0.87 15
0.79 28
0.80 15
0.87 23
1.00 16
0.86 22
0.95 19
0.67 9
0.56 43
0.90 21
0.65 17
0.86 14
0.90 10
0.89 9
0.82 22
0.96 28
0.82 22
0.80 20
0.82 17
1.00 6
0.83 12
0.90 20
0.87 15
